Date,ImpliedVol1Y,Spot,Forward1Y
08/12/2017,8.935,113.48,110.894
07/12/2017,9.035,113.09,110.5185
06/12/2017,9.125,112.29,109.754
05/12/2017,9.13,112.6,110.063
04/12/2017,9.185,112.41,109.897
01/12/2017,9.295,112.17,109.6923
30/11/2017,9.1375,112.54,110.0571
29/11/2017,9.13,111.93,109.466
28/11/2017,9.135,111.48,109.031
27/11/2017,9.145,111.09,108.6592
24/11/2017,9.105,111.53,109.076
23/11/2017,9.215,111.22,108.7745
22/11/2017,9.255,111.22,108.7695
21/11/2017,9.235,112.45,109.9245
20/11/2017,9.275,112.62,110.102
17/11/2017,9.32,112.1,109.6499
16/11/2017,9.265,113.06,110.5807
15/11/2017,9.36,112.88,110.4
14/11/2017,9.235,113.46,110.9749
13/11/2017,9.26,113.62,111.1275
10/11/2017,9.22,113.53,111.0577
09/11/2017,9.24,113.47,111.0164
08/11/2017,9.0975,113.87,111.3587
07/11/2017,9.05,114.01,111.521
06/11/2017,9.1025,113.71,111.246
03/11/2017,9.105,114.07,111.6235
02/11/2017,9.215,114.08,111.6395
01/11/2017,9.23,114.18,111.7373
31/10/2017,9.3,113.64,111.237
30/10/2017,9.39,113.18,110.8035
27/10/2017,9.52,113.67,111.2755
26/10/2017,9.5375,113.98,111.5702
25/10/2017,9.555,113.74,111.3355
24/10/2017,9.49,113.9,111.5169
23/10/2017,9.565,113.43,111.0551
20/10/2017,9.59,113.52,111.134
19/10/2017,9.56,112.54,110.198
18/10/2017,9.54,112.94,110.561
17/10/2017,9.465,112.2,109.8625
16/10/2017,9.475,112.19,109.862
13/10/2017,9.535,111.82,109.5068
12/10/2017,9.6,112.28,109.9489
11/10/2017,9.6,112.5,110.143
10/10/2017,9.57,112.45,110.1175
09/10/2017,9.555,112.68,110.3477
06/10/2017,9.515,112.65,110.3207
05/10/2017,9.475,112.82,110.503
04/10/2017,9.565,112.76,110.4505
03/10/2017,9.66,112.85,110.5741
02/10/2017,9.86,112.77,110.4805
29/09/2017,9.995,112.51,110.2346
28/09/2017,10.065,112.34,110.0945
27/09/2017,9.96,112.84,110.558
26/09/2017,9.89,112.24,109.9768
25/09/2017,9.93,111.73,109.4715
22/09/2017,9.8275,111.99,109.7401
21/09/2017,9.855,112.48,110.2395
20/09/2017,9.8,112.22,109.9675
19/09/2017,9.895,111.59,109.3958
18/09/2017,9.8175,111.57,109.3995
15/09/2017,9.7,110.83,108.6844
14/09/2017,9.685,110.24,108.1125
13/09/2017,9.69,110.49,108.362
12/09/2017,9.685,110.17,108.0778
11/09/2017,9.77,109.39,107.324
08/09/2017,10.0125,107.84,105.812
07/09/2017,10.05,108.45,106.3749
06/09/2017,9.945,109.22,107.078
05/09/2017,10.125,108.81,106.6988
04/09/2017,9.815,109.72,107.58
01/09/2017,9.58,110.25,108.088
31/08/2017,9.64,109.98,107.8191
30/08/2017,9.62,110.24,108.0478
29/08/2017,9.685,109.71,107.538
28/08/2017,9.395,109.25,107.0965
25/08/2017,9.445,109.36,107.1936
24/08/2017,9.575,109.56,107.39
23/08/2017,9.675,109.04,106.8955
22/08/2017,9.6475,109.57,107.4212
21/08/2017,9.695,108.98,106.8368
18/08/2017,9.68,109.18,107.0318
17/08/2017,9.595,109.57,107.437
16/08/2017,9.505,110.19,108.029
15/08/2017,9.535,110.67,108.5065
14/08/2017,9.575,109.63,107.499
11/08/2017,9.97,109.19,107.095
10/08/2017,9.84,109.2,107.1028
09/08/2017,9.69,110.07,107.9498
08/08/2017,9.36,110.32,108.2215
07/08/2017,9.36,110.75,108.6436
04/08/2017,9.46,110.69,108.5929
03/08/2017,9.615,110.05,107.9697
02/08/2017,9.6,110.72,108.621
01/08/2017,9.59,110.36,108.2887
31/07/2017,9.65,110.26,108.182
28/07/2017,9.595,110.68,108.607
27/07/2017,9.45,111.26,109.167
26/07/2017,9.43,111.18,109.0683
25/07/2017,9.445,111.89,109.764
24/07/2017,9.605,111.1,109.0155
21/07/2017,9.525,111.13,109.06
20/07/2017,9.4675,111.91,109.823
19/07/2017,9.495,111.97,109.877
18/07/2017,9.47,112.07,109.9467
17/07/2017,9.3,112.63,110.522
14/07/2017,9.28,112.53,110.444
13/07/2017,9.36,113.28,111.182
12/07/2017,9.445,113.17,111.0558
11/07/2017,9.335,113.94,111.7878
10/07/2017,9.32,114.04,111.9067
07/07/2017,9.4575,113.92,111.8141
06/07/2017,9.48,113.22,111.1195
05/07/2017,9.42,113.26,111.155
04/07/2017,9.175,113.28,111.1688
03/07/2017,9.185,113.38,111.2633
30/06/2017,9.285,112.39,110.3375
29/06/2017,9.43,112.18,110.148
28/06/2017,9.16,112.3,110.29
27/06/2017,9.205,112.35,110.306
26/06/2017,9.08,111.86,109.836
23/06/2017,9.1225,111.28,109.2774
22/06/2017,9.265,111.33,109.342
21/06/2017,9.22,111.38,109.399
20/06/2017,8.9775,111.45,109.4535
19/06/2017,9.095,111.53,109.513
16/06/2017,9.155,110.88,108.8935
15/06/2017,9.18,110.93,108.9345
14/06/2017,9.425,109.58,107.576
13/06/2017,9.27,110.07,108.0555
12/06/2017,9.425,109.95,107.926
09/06/2017,9.47,110.32,108.3023
08/06/2017,9.6375,110.02,108.022
07/06/2017,9.7425,109.82,107.831
06/06/2017,9.7425,109.41,107.4252
05/06/2017,9.6225,110.45,108.4525
02/06/2017,9.645,110.4,108.396
01/06/2017,9.605,111.37,109.32
31/05/2017,9.62,110.78,108.7405
30/05/2017,9.6075,110.85,108.8135
29/05/2017,9.385,111.27,109.2225
26/05/2017,9.44,111.33,109.287
25/05/2017,9.3075,111.84,109.7905
24/05/2017,9.4375,111.49,109.449
23/05/2017,9.4975,111.78,109.731
22/05/2017,9.4375,111.3,109.2825
19/05/2017,9.61,111.26,109.252
18/05/2017,9.865,111.49,109.479
17/05/2017,9.71,110.83,108.858
16/05/2017,9.34,113.12,111.098
15/05/2017,9.3375,113.79,111.7285
12/05/2017,9.325,113.38,111.32
11/05/2017,9.3325,113.86,111.7805
10/05/2017,9.29,114.28,112.1965
09/05/2017,9.215,113.98,111.906
08/05/2017,9.0025,113.26,111.166
05/05/2017,9.3075,112.71,110.6123
04/05/2017,9.365,112.46,110.3773
03/05/2017,9.425,112.75,110.648
02/05/2017,9.52,111.99,109.907
01/05/2017,9.52,111.84,109.745
28/04/2017,9.495,111.49,109.423
27/04/2017,9.55,111.26,109.2245
26/04/2017,9.6325,111.06,109.0055
25/04/2017,9.53,111.09,109.024
24/04/2017,9.31,109.77,107.76
21/04/2017,9.775,109.09,107.118
20/04/2017,9.705,109.32,107.3485
19/04/2017,9.625,108.86,106.896
18/04/2017,9.7875,108.43,106.4785
17/04/2017,9.8925,108.91,106.9167
14/04/2017,9.785,108.64,106.6554
13/04/2017,9.805,109.09,107.1145
12/04/2017,9.88,109.03,107.0785
11/04/2017,9.7775,109.62,107.643
10/04/2017,9.5875,110.94,108.888
07/04/2017,9.595,111.09,109.0435
06/04/2017,9.51,110.81,108.812
05/04/2017,9.345,110.7,108.723
04/04/2017,9.4375,110.74,108.753
03/04/2017,9.3475,110.9,108.8925
31/03/2017,9.5275,111.39,109.3777
30/03/2017,9.5025,111.92,109.8805
29/03/2017,9.6025,111.04,109.041
28/03/2017,9.77,111.15,109.14
27/03/2017,9.8475,110.66,108.6865
24/03/2017,9.7675,111.34,109.329
23/03/2017,9.975,110.94,108.921
22/03/2017,9.86,111.16,109.0675
21/03/2017,9.64,111.71,109.5915
20/03/2017,9.55,112.55,110.373
17/03/2017,9.455,112.7,110.4958
16/03/2017,9.48,113.31,111.089
15/03/2017,10.035,113.38,111.1375
14/03/2017,10.1925,114.75,112.4655
13/03/2017,10.19,114.88,112.6095
10/03/2017,10.385,114.79,112.5489
09/03/2017,10.37,114.95,112.681
08/03/2017,10.3175,114.35,112.1015
07/03/2017,10.2,113.98,111.752
06/03/2017,10.24,113.89,111.6785
03/03/2017,10.5225,114.04,111.8323
02/03/2017,10.795,114.41,112.1645
01/03/2017,10.79,113.73,111.4755
28/02/2017,10.675,112.77,110.55
27/02/2017,10.815,112.7,110.5553
24/02/2017,10.86,112.12,109.987
23/02/2017,11.035,112.61,110.4515
22/02/2017,11.12,113.31,111.11
21/02/2017,10.98,113.68,111.479
20/02/2017,10.995,113.1,110.9385
17/02/2017,10.91,112.84,110.6882
16/02/2017,10.865,113.24,111.077
15/02/2017,10.96,114.16,111.9595
14/02/2017,11.3025,114.26,112.0955
13/02/2017,11.42,113.74,111.587
10/02/2017,11.48,113.22,111.0577
09/02/2017,11.515,113.25,111.159
08/02/2017,11.45,111.93,109.8952
07/02/2017,11.485,112.39,110.297
06/02/2017,11.37,111.74,109.675
03/02/2017,11.5825,112.61,110.507
02/02/2017,11.7725,112.8,110.704
01/02/2017,11.8075,113.25,111.066
31/01/2017,11.81,112.8,110.6365
30/01/2017,11.795,113.77,111.578
27/01/2017,11.78,115.1,112.8455
26/01/2017,11.725,114.53,112.276
25/01/2017,11.775,113.28,111.0472
24/01/2017,11.865,113.79,111.554
23/01/2017,11.88,112.71,110.508
20/01/2017,11.8675,114.62,112.354
19/01/2017,12.05,114.86,112.5615
18/01/2017,11.895,114.65,112.362
17/01/2017,11.9875,112.62,110.4015
16/01/2017,12.11,114.2,111.928
13/01/2017,12.13,114.49,112.207
12/01/2017,12.235,114.72,112.4437
11/01/2017,12.4125,115.41,113.129
10/01/2017,12.2175,115.77,113.508
09/01/2017,12.005,116.03,113.745
06/01/2017,11.865,117.02,114.71
05/01/2017,11.94,115.35,113.1196
04/01/2017,11.88,117.25,114.9592
03/01/2017,12.18,117.75,115.4583
02/01/2017,12.235,117.55,115.216
30/12/2016,12.19,116.96,114.6395
29/12/2016,12.215,116.54,114.237
28/12/2016,12.2025,117.26,114.9765
27/12/2016,12.1825,117.43,115.212
26/12/2016,12.1,117.1,114.898
23/12/2016,12.0675,117.33,115.125
22/12/2016,12.045,117.54,115.3265
21/12/2016,12.115,117.55,115.3775
20/12/2016,12.1975,117.86,115.6285
19/12/2016,12.1525,117.09,114.8775
16/12/2016,12.1025,117.93,115.686
15/12/2016,12.1425,118.18,115.8665
14/12/2016,11.5325,117.04,114.7425
13/12/2016,11.55,115.19,112.976
12/12/2016,11.785,115.02,112.8165
09/12/2016,11.9125,115.32,113.1395
08/12/2016,11.765,114.04,111.8985
07/12/2016,11.8875,113.77,111.6375
06/12/2016,12.0025,114.02,111.8475
05/12/2016,12.095,113.85,111.661
02/12/2016,12.0825,113.51,111.3345
01/12/2016,12.2175,114.1,111.9225
30/11/2016,12.2125,114.46,112.268
29/11/2016,12.135,112.38,110.1905
28/11/2016,12.1,111.94,109.7849
25/11/2016,12.26,113.22,111.0772
24/11/2016,12.29,113.33,111.197
23/11/2016,12.05,112.52,110.402
22/11/2016,11.925,111.14,109.0705
21/11/2016,12.065,110.82,108.779
18/11/2016,12.06,110.91,108.9044
17/11/2016,11.92,110.12,108.149
16/11/2016,11.655,109.08,107.114
15/11/2016,11.66,109.2,107.241
14/11/2016,11.92,108.42,106.4975
11/11/2016,11.71,106.65,104.8329
10/11/2016,11.4925,106.83,105.0181
09/11/2016,10.75,105.67,103.8438
08/11/2016,10.665,105.16,103.3503
07/11/2016,10.83,104.46,102.6775
04/11/2016,11.3275,103.12,101.3635
03/11/2016,11.3675,102.98,101.2565
02/11/2016,11.365,103.3,101.584
01/11/2016,11.0275,104.15,102.4275
31/10/2016,10.8625,104.82,103.078
28/10/2016,10.875,104.74,103.011
27/10/2016,10.8975,105.29,103.5365
26/10/2016,10.6525,104.47,102.7288
25/10/2016,10.5325,104.22,102.5
24/10/2016,10.505,104.18,102.478
21/10/2016,10.685,103.8,102.1165
20/10/2016,10.845,103.95,102.251
19/10/2016,10.9725,103.44,101.7655
18/10/2016,11.17,103.87,102.165
17/10/2016,11.31,103.89,102.1435
14/10/2016,11.3,104.18,102.4045
13/10/2016,11.37,103.71,101.9385
12/10/2016,11.31,104.21,102.416
11/10/2016,11.1975,103.51,101.7125
10/10/2016,11.035,103.61,101.787
07/10/2016,11.1775,102.98,101.1845
06/10/2016,11.165,103.95,102.146
05/10/2016,11.2875,103.5,101.716
04/10/2016,11.3975,102.9,101.1215
03/10/2016,11.29,101.65,99.877
30/09/2016,11.3975,101.35,99.5847
29/09/2016,11.455,101.03,99.309
28/09/2016,11.3425,100.69,98.9765
27/09/2016,11.2925,100.43,98.7175
26/09/2016,11.155,100.33,98.651
23/09/2016,10.795,101.02,99.322
22/09/2016,10.815,100.76,99.034
21/09/2016,10.88,100.32,98.6025
20/09/2016,11.2325,101.7,99.9078
19/09/2016,11.2475,101.93,100.1247
16/09/2016,11.3425,102.29,100.4855
15/09/2016,11.395,102.1,100.3365
14/09/2016,11.775,102.43,100.6183
13/09/2016,11.6825,102.56,100.7532
12/09/2016,11.515,101.85,100.0584
09/09/2016,11.5375,102.69,100.8719
08/09/2016,11.255,102.49,100.707
07/09/2016,11.325,101.74,99.958
06/09/2016,11.21,102.02,100.248
05/09/2016,11.06,103.43,101.579
02/09/2016,11.425,103.92,102.0685
01/09/2016,11.52,103.23,101.404
31/08/2016,11.495,103.43,101.5705
30/08/2016,11.905,102.96,101.1441
29/08/2016,11.895,101.92,100.132
26/08/2016,11.83,101.84,100.034
25/08/2016,11.87,100.53,98.8015
24/08/2016,11.875,100.45,98.7375
23/08/2016,11.8,100.24,98.5195
22/08/2016,11.7675,100.33,98.6172
19/08/2016,11.61,100.22,98.5191
18/08/2016,11.56,99.89,98.2191
17/08/2016,11.565,100.28,98.6225
16/08/2016,11.4825,100.31,98.632
15/08/2016,11.2425,101.26,99.5621
12/08/2016,11.1025,101.3,99.5805
11/08/2016,10.98,101.96,100.208
10/08/2016,10.94,101.29,99.5638
09/08/2016,10.82,101.88,100.141
08/08/2016,10.835,102.45,100.715
05/08/2016,10.985,101.82,100.102
04/08/2016,11.32,101.22,99.589
03/08/2016,11.345,101.24,99.6003
02/08/2016,11.3925,100.89,99.27
01/08/2016,10.78,102.39,100.77
29/07/2016,10.93,102.06,100.4605
28/07/2016,11.2975,105.27,103.44
27/07/2016,11.225,105.4,103.538
26/07/2016,11.465,104.66,102.8291
25/07/2016,11.52,105.81,103.9663
22/07/2016,11.735,106.13,104.3098
21/07/2016,11.915,105.82,103.9885
20/07/2016,12.125,106.89,105.0649
19/07/2016,11.92,106.12,104.349
18/07/2016,11.885,106.16,104.373
15/07/2016,11.915,104.88,103.13
14/07/2016,11.815,105.35,103.6325
13/07/2016,11.67,104.49,102.8075
12/07/2016,11.93,104.69,103.021
11/07/2016,11.9,102.8,101.1733
08/07/2016,11.95,100.54,98.958
07/07/2016,11.755,100.77,99.229
06/07/2016,11.96,101.32,99.7841
05/07/2016,11.6625,101.74,100.2475
04/07/2016,11.155,102.56,101.0332
01/07/2016,11.2175,102.52,101.0033
30/06/2016,11.29,103.2,101.6875
29/06/2016,11.29,102.83,101.281
28/06/2016,11.3175,102.75,101.2725
27/06/2016,12.02,102,100.5235
24/06/2016,11.74,102.22,100.7255
23/06/2016,11.045,106.16,104.5732
22/06/2016,11.48,104.41,102.859
21/06/2016,11.2625,104.75,103.1537
20/06/2016,11.24,103.94,102.3607
17/06/2016,11.2425,104.16,102.5865
16/06/2016,11.495,104.26,102.6557
15/06/2016,11.175,106.01,104.3623
14/06/2016,11.56,106.11,104.4345
13/06/2016,11.3125,106.26,104.6135
10/06/2016,11.21,106.97,105.3265
09/06/2016,10.865,107.1,105.4538
08/06/2016,10.61,106.99,105.3605
07/06/2016,10.53,107.37,105.7475
06/06/2016,10.705,107.56,105.9023
03/06/2016,10.83,106.53,104.906
02/06/2016,10.75,108.87,107.113
01/06/2016,10.73,109.54,107.7658
31/05/2016,10.565,110.73,108.976
30/05/2016,10.465,111.12,109.335
27/05/2016,10.355,110.31,108.541
26/05/2016,10.385,109.76,108.051
25/05/2016,10.43,110.19,108.446
24/05/2016,10.595,109.99,108.254
23/05/2016,10.55,109.24,107.5326
20/05/2016,10.6,110.15,108.4374
19/05/2016,10.8,109.96,108.2808
18/05/2016,10.825,110.19,108.5025
17/05/2016,10.895,109.14,107.5055
16/05/2016,10.985,109.03,107.4015
13/05/2016,11.02,108.63,107.0345
12/05/2016,10.85,109.02,107.4285
11/05/2016,10.82,108.41,106.8515
10/05/2016,10.645,109.27,107.7115
09/05/2016,10.535,108.32,106.8052
06/05/2016,10.865,107.12,105.6357
05/05/2016,11.1475,107.26,105.756
04/05/2016,11.12,107.01,105.5112
03/05/2016,11.1575,106.6,105.0866
02/05/2016,11.2525,106.41,104.897
29/04/2016,11.1575,106.5,104.9856
28/04/2016,10.82,108.11,106.579
27/04/2016,10.7825,111.46,109.8155
26/04/2016,10.935,111.31,109.6267
25/04/2016,10.715,111.2,109.509
22/04/2016,10.77,111.79,110.0848
21/04/2016,10.615,109.46,107.8598
20/04/2016,10.4925,109.84,108.229
19/04/2016,10.525,109.21,107.643
18/04/2016,10.69,108.82,107.2734
15/04/2016,10.72,108.76,107.2375
14/04/2016,10.5025,109.4,107.8473
13/04/2016,10.39,109.34,107.7775
12/04/2016,10.425,108.54,106.9885
11/04/2016,10.78,107.94,106.388
08/04/2016,10.84,108.07,106.5185
07/04/2016,11.255,108.21,106.6949
06/04/2016,10.67,109.79,108.2421
05/04/2016,10.6925,110.34,108.8127
04/04/2016,9.9775,111.34,109.7865
01/04/2016,9.7925,111.69,110.1098
31/03/2016,9.8,112.57,111.0025
30/03/2016,9.9725,112.43,110.8587
29/03/2016,10.39,112.7,111.13
28/03/2016,10.3275,113.45,111.828
25/03/2016,10.3,113.08,111.4705
24/03/2016,10.325,112.9,111.2922
23/03/2016,10.0725,112.38,110.783
22/03/2016,9.8,112.37,110.7405
21/03/2016,9.8075,111.95,110.332
18/03/2016,10.165,111.55,109.9566
17/03/2016,10.465,111.39,109.8305
16/03/2016,10.505,112.56,110.971
15/03/2016,10.4775,113.18,111.4989
14/03/2016,10.395,113.82,112.1127
11/03/2016,10.77,113.86,112.1285
10/03/2016,11.185,113.19,111.5
09/03/2016,11.13,113.35,111.616
08/03/2016,11.12,112.62,110.9115
07/03/2016,10.735,113.46,111.7155
04/03/2016,10.5425,113.74,112.0194
03/03/2016,10.705,113.69,111.9855
02/03/2016,10.7275,113.48,111.7525
01/03/2016,10.9625,114.01,112.2625
29/02/2016,11.3575,112.69,110.9805
26/02/2016,11.275,114,112.29
25/02/2016,11.555,113,111.353
24/02/2016,11.8575,112.18,110.52
23/02/2016,11.65,112.1,110.452
22/02/2016,11.425,112.92,111.2438
19/02/2016,11.54,112.63,110.9635
18/02/2016,11.1425,113.24,111.6432
17/02/2016,11.055,114.1,112.509
16/02/2016,11.0125,114.07,112.4726
15/02/2016,10.66,114.6,113.0205
12/02/2016,11.42,113.25,111.6544
11/02/2016,12.085,112.42,110.8175
10/02/2016,11.615,113.35,111.7695
09/02/2016,11.515,115.11,113.4575
08/02/2016,11.4,115.85,114.193
05/02/2016,10.1475,116.87,115.2105
04/02/2016,10.1,116.78,115.2145
03/02/2016,9.99,117.9,116.3407
02/02/2016,9.59,119.97,118.4235
01/02/2016,9.3,120.99,119.3235
29/01/2016,9.62,121.14,119.562
28/01/2016,9.86,118.82,117.4035
27/01/2016,9.7075,118.68,117.259
26/01/2016,9.7725,118.42,117.0035
25/01/2016,9.605,118.3,116.887
22/01/2016,9.83,118.78,117.3665
21/01/2016,10.055,117.7,116.3195
